id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
618,Assessoria Meridiano 4,Samambaia,Serviço,EPP,Feminino,39,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-11-24,2025-05-25,44,53433.68,17417.92,818.54,44,64719.28,19359.01,1030.92,67.9,9
619,Oficina Lago Sul 4,Taguatinga,Serviço,ME,Feminino,39,Marketing,Plano de captação de clientes via marketing local,2025-12-04,2026-06-04,3,6221.69,2577.89,1214.6,2,5539.17,2251.89,1643.64,55.2,6
620,Alimentos Brasília,Plano Piloto,Indústria,ME,Feminino,27,Operações,Mapeamento e otimização de processos internos,2025-11-06,2026-05-07,3,9539.66,4641.72,1632.65,4,13046.26,5662.99,1845.82,85.0,10
621,Espaço do Planalto 4,Ceilândia,Serviço,EPP,Masculino,33,Operações,Mapeamento e otimização de processos internos,2025-09-25,2026-03-26,44,35686.54,9524.15,594.6,44,36641.36,10916.69,584.65,29.3,5
622,Salão Candango 4,Taguatinga,Serviço,ME,Masculino,67,Operações,Implementação de controle de estoque,2024-10-03,2025-04-03,7,8014.2,2369.65,806.36,7,8847.05,2313.34,933.39,72.8,7
623,Empório Sol Nascente 2,Águas Claras,Comércio,ME,Feminino,54,Pessoas,Estruturação de processo seletivo e onboarding,2025-07-02,2025-12-31,5,10839.78,7982.71,571.41,5,12855.71,9064.27,758.29,70.9,8
624,Oficina Bandeirante 4,Riacho Fundo,Serviço,ME,Masculino,34,Finanças,Separação financeira entre pessoa física e jurídica,2025-10-13,2026-04-13,2,7502.55,3119.74,2191.41,2,7125.27,2983.17,2071.05,48.1,7
625,Espaço do Cerrado 4,Ceilândia,Serviço,ME,Feminino,49,Finanças,Capacitação em gestão de capital de giro,2025-07-02,2025-12-31,7,5649.63,1735.33,559.19,7,6463.47,1916.47,649.57,57.1,7
626,Academia Alvorada 3,Taguatinga,Serviço,EPP,Masculino,42,Marketing,Estruturação de presença em redes sociais,2025-11-07,2026-05-08,24,155274.73,45219.55,4585.63,24,146007.72,41403.82,4358.5,55.1,6
627,Empório Lago Sul 3,Riacho Fundo,Comércio,ME,Masculino,21,Comercial,Criação de script de atendimento comercial,2024-10-01,2025-04-01,3,8972.92,5216.57,1252.12,3,9988.59,5499.9,1496.23,70.5,9
628,Empório Cristal 2,Riacho Fundo,Comércio,ME,Masculino,39,Marketing,Estruturação de presença em redes sociais,2025-03-10,2025-09-08,3,4614.17,2741.93,624.08,3,6310.4,3432.8,959.2,83.5,10
629,Oficina Brasília 2,Guará,Serviço,ME,Feminino,32,Operações,Mapeamento e otimização de processos internos,2024-12-19,2025-06-19,1,11256.39,3275.71,7980.68,1,9722.71,3074.41,6648.3,33.2,4
630,Papelaria JK 2,Samambaia,Comércio,ME,Masculino,31,Pessoas,Definição de rotinas e organograma da equipe,2025-08-16,2026-02-14,5,6740.69,4904.78,367.18,5,4381.45,3407.18,194.85,0.0,3
631,Mercearia do Cerrado 2,Águas Claras,Comércio,EPP,Feminino,54,Comercial,Implementação de funil de vendas estruturado,2024-08-17,2025-02-15,40,30627.81,16967.72,341.5,40,42213.16,21372.41,521.02,81.8,9
632,Armarinhos Candango 2,Taguatinga,Comércio,EPP,Masculino,32,Marketing,Desenvolvimento de identidade visual e branding,2024-12-12,2025-06-12,43,65861.31,47816.93,419.64,43,88645.91,57950.0,713.86,98.2,10
633,Salão Sol Nascente 3,Taguatinga,Serviço,ME,Feminino,67,Finanças,Plano de redução e renegociação de custos fixos,2025-08-03,2026-02-01,7,9044.47,2336.05,958.35,7,8967.12,2347.01,945.73,47.7,6
634,Estúdio Candango 2,Plano Piloto,Serviço,ME,Masculino,44,Marketing,Consultoria em posicionamento de marca,2024-06-11,2024-12-10,8,9129.0,3791.88,667.14,8,6515.76,3032.22,435.44,8.3,3
635,Pet Shop Ipê Amarelo 2,Gama,Comércio,ME,Feminino,46,Finanças,Implementação de fluxo de caixa semanal,2024-11-03,2025-05-04,9,20912.96,13282.85,847.79,9,21508.25,13577.07,881.24,52.6,7
636,Salão Ipê Amarelo 3,Plano Piloto,Serviço,ME,Feminino,42,Comercial,Criação de script de atendimento comercial,2025-08-07,2026-02-05,2,10058.24,2669.87,3694.18,2,11177.81,3168.25,4004.78,38.0,6
637,Boutique Alvorada 2,Recanto das Emas,Comércio,ME,Feminino,48,Marketing,Consultoria em posicionamento de marca,2024-10-25,2025-04-25,4,8359.29,5933.43,606.46,4,8816.29,6273.68,635.65,48.8,7
638,Mercadinho do Planalto 2,Samambaia,Comércio,ME,Feminino,39,Operações,Padronização de processos operacionais,2025-06-05,2025-12-04,4,5280.49,3175.1,526.35,3,4038.34,2615.38,474.32,19.1,4
639,Assessoria Bandeirante 3,Plano Piloto,Serviço,ME,Feminino,42,Marketing,Criação de plano de marketing digital,2025-01-31,2025-08-01,7,12947.11,5510.36,1062.39,7,15681.08,6203.52,1353.94,70.0,9
640,Distribuidora Buriti 2,Sobradinho,Comércio,ME,Masculino,37,Comercial,Implementação de funil de vendas estruturado,2025-03-09,2025-09-07,8,6802.69,4764.96,254.72,8,7094.67,5001.4,261.66,47.0,8
641,Fábrica do Cerrado,Riacho Fundo,Indústria,ME,Feminino,72,Finanças,Plano de redução e renegociação de custos fixos,2025-01-05,2025-07-06,17,3203.21,2070.41,66.64,16,2536.26,1738.61,49.85,23.9,2
642,Loja Bandeirante 2,Plano Piloto,Comércio,ME,Feminino,29,Finanças,Plano de redução e renegociação de custos fixos,2025-12-01,2026-06-01,1,7116.3,5097.94,2018.36,1,8354.72,5772.06,2582.66,67.0,9
643,Oficina Talento DF 3,Gama,Serviço,EPP,Feminino,38,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-08-14,2026-02-12,30,78122.73,23295.6,1827.57,30,108766.23,24275.78,2816.35,100.0,10
644,Mercearia Bandeirante 2,Samambaia,Comércio,ME,Feminino,48,Pessoas,Estruturação de processo seletivo e onboarding,2025-08-18,2026-02-16,2,8974.04,5670.18,1651.93,2,8772.13,5687.35,1542.39,39.0,6
645,Estúdio Ipê Amarelo 4,Ceilândia,Serviço,ME,Masculino,39,Comercial,Implementação de funil de vendas estruturado,2025-09-26,2026-03-27,3,4895.61,1905.99,996.54,3,4896.34,1866.61,1009.91,55.4,6
646,Mercearia Sol Nascente 2,Santa Maria,Comércio,EPP,Masculino,54,Finanças,Consultoria em precificação e formação de preço de venda,2025-02-15,2025-08-16,29,59551.2,36517.57,794.26,28,51807.53,31901.16,710.94,48.3,6
647,Empório Buriti 2,Taguatinga,Comércio,EPP,Feminino,36,Comercial,Plano de expansão de canais de venda,2024-08-03,2025-02-01,34,30105.87,19848.82,301.68,35,37848.4,23755.57,402.65,71.1,8
648,Mercearia Alvorada 3,Águas Claras,Comércio,ME,Masculino,30,Marketing,Consultoria em posicionamento de marca,2024-07-03,2025-01-01,8,7452.38,4453.02,374.92,8,4844.05,3136.66,213.42,0.0,5
649,Oficina Alvorada 3,Planaltina,Serviço,ME,Masculino,43,Comercial,Treinamento de técnicas de vendas para a equipe,2025-03-22,2025-09-20,9,7664.14,2932.22,525.77,9,7666.56,3005.6,517.88,43.7,9
650,Assessoria Sol Nascente 2,Taguatinga,Serviço,ME,Masculino,39,Finanças,Plano de redução e renegociação de custos fixos,2025-11-17,2026-05-18,4,7736.09,2463.38,1318.18,3,6942.74,2297.19,1548.52,41.7,3
651,Salão Meridiano 5,Ceilândia,Serviço,ME,Feminino,21,Comercial,Plano de expansão de canais de venda,2025-03-22,2025-09-20,6,16780.65,4380.35,2066.72,7,22843.08,4249.63,2656.21,100.0,10
652,Assessoria Lago Sul 4,Plano Piloto,Serviço,ME,Feminino,20,Finanças,Plano de redução e renegociação de custos fixos,2026-01-22,2026-07-23,1,3641.9,1615.38,2026.52,1,3582.04,1548.53,2033.51,57.5,8
653,Clínica do Planalto 2,Vicente Pires,Serviço,ME,Masculino,26,Comercial,Consultoria em negociação com fornecedores e clientes,2025-04-16,2025-10-15,2,27105.13,11351.11,7877.01,2,38748.82,13710.52,12519.15,93.3,10
654,Oficina Cristal 2,Recanto das Emas,Serviço,ME,Masculino,51,Finanças,Implementação de fluxo de caixa semanal,2025-06-23,2025-12-22,9,7843.93,2437.45,600.72,9,6790.44,2419.73,485.63,19.6,5
655,Espaço Buriti 2,Plano Piloto,Serviço,ME,Masculino,73,Marketing,Plano de captação de clientes via marketing local,2024-07-18,2025-01-16,9,11331.29,3126.59,911.63,9,12223.96,3288.55,992.82,54.6,10
656,Mercadinho do Planalto 3,Ceilândia,Comércio,EPP,Masculino,40,Marketing,Criação de plano de marketing digital,2025-09-12,2026-03-13,47,34640.53,24146.02,223.29,47,37765.24,25457.37,261.87,65.3,6
657,Ótica do Cerrado 3,Recanto das Emas,Comércio,ME,Feminino,29,Finanças,Capacitação em gestão de capital de giro,2025-11-25,2026-05-26,3,8637.76,5131.99,1168.59,3,7116.07,4288.75,942.44,44.3,5
658,Salão Bandeirante 4,Ceilândia,Serviço,EPP,Masculino,36,Marketing,Desenvolvimento de identidade visual e branding,2025-04-05,2025-10-04,36,79976.18,29678.43,1397.16,36,92208.54,32640.98,1654.65,61.4,9
659,Papelaria Alvorada 4,Gama,Comércio,EPP,Masculino,54,Comercial,Treinamento de técnicas de vendas para a equipe,2025-12-04,2026-06-04,19,39072.19,27577.77,604.97,20,52093.66,32861.5,961.61,100.0,9
660,Mercearia Buriti 2,Santa Maria,Comércio,EPP,Feminino,53,Operações,Consultoria em gestão da qualidade,2024-10-23,2025-04-23,37,30001.0,18135.15,320.7,37,25914.93,16065.57,266.2,39.7,6
661,Escritório Meridiano 4,Águas Claras,Serviço,ME,Masculino,34,Pessoas,Definição de rotinas e organograma da equipe,2025-03-26,2025-09-24,5,2840.07,871.69,393.67,4,2149.51,756.79,348.18,19.9,3
662,Clínica Brasília 3,Samambaia,Serviço,EPP,Feminino,28,Finanças,Separação financeira entre pessoa física e jurídica,2025-12-09,2026-06-09,47,74231.06,19472.48,1165.08,47,66921.75,19131.09,1016.82,34.3,8
663,Loja Brasília 2,Ceilândia,Comércio,ME,Masculino,67,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-06-04,2025-12-03,4,4243.95,2605.66,409.57,3,3373.16,2133.25,413.3,37.7,6
664,Gráfica do Planalto,Ceilândia,Indústria,ME,Masculino,49,Marketing,Criação de plano de marketing digital,2025-07-25,2026-01-23,13,5840.85,3326.31,193.43,13,5822.35,3183.89,202.96,65.1,7
665,Mercearia Candango 2,Águas Claras,Comércio,EPP,Masculino,19,Marketing,Consultoria em posicionamento de marca,2025-02-01,2025-08-02,36,37131.74,21579.46,432.01,36,36525.7,21736.79,410.8,40.7,7
666,Ótica das Águas Claras 2,Riacho Fundo,Comércio,ME,Masculino,47,Comercial,Treinamento de técnicas de vendas para a equipe,2025-05-01,2025-10-30,8,14522.13,10755.33,470.85,7,10955.77,8482.14,353.38,27.6,2
667,Laticínios Buriti,Samambaia,Indústria,ME,Masculino,28,Comercial,Consultoria em negociação com fornecedores e clientes,2025-01-13,2025-07-14,1,3486.33,2072.56,1413.76,1,3120.73,1917.48,1203.25,36.7,5
668,Academia Talento DF 6,Gama,Serviço,ME,Feminino,21,Finanças,Separação financeira entre pessoa física e jurídica,2025-07-22,2026-01-20,5,4787.46,1392.1,679.07,5,5257.39,1471.18,757.24,57.3,8
669,Pet Shop Brasília 2,Guará,Comércio,EPP,Feminino,46,Pessoas,Definição de rotinas e organograma da equipe,2024-07-05,2025-01-03,28,84903.49,55707.16,1042.73,28,90149.84,59271.12,1102.81,49.1,6
670,Espaço Buriti 3,Ceilândia,Serviço,ME,Feminino,42,Marketing,Plano de captação de clientes via marketing local,2025-04-09,2025-10-08,3,8831.74,2899.36,1977.46,3,5740.63,2164.44,1192.06,17.5,3
671,Manufatura Sol Nascente,Taguatinga,Indústria,ME,Feminino,39,Comercial,Consultoria em negociação com fornecedores e clientes,2025-12-20,2026-06-20,16,10624.42,5593.45,314.44,17,13020.58,6366.68,391.41,75.0,9
672,Academia Cristal 5,Plano Piloto,Serviço,EPP,Feminino,72,Marketing,Criação de plano de marketing digital,2024-07-06,2025-01-04,43,53702.14,19440.05,796.79,43,64480.04,21368.53,1002.59,70.4,9
673,Consultoria Alvorada 3,Guará,Serviço,ME,Masculino,47,Finanças,Capacitação em gestão de capital de giro,2025-03-03,2025-09-01,1,10434.05,2834.2,7599.84,1,7809.58,2496.18,5313.4,18.0,6
674,Empório Cristal 3,Águas Claras,Comércio,ME,Feminino,18,Finanças,Implementação de fluxo de caixa semanal,2025-07-08,2026-01-06,7,4432.83,2628.95,257.7,7,4132.56,2555.01,225.36,33.2,5
675,Salão Alvorada 5,Santa Maria,Serviço,ME,Feminino,38,Marketing,Consultoria em posicionamento de marca,2024-07-22,2025-01-20,8,3066.84,858.52,276.04,8,3443.29,811.02,329.03,79.6,9
676,Distribuidora Cristal 3,São Sebastião,Comércio,EPP,Masculino,54,Comercial,Implementação de funil de vendas estruturado,2024-06-04,2024-12-03,21,52297.46,30583.34,1034.01,21,50203.56,29599.81,981.13,46.8,6
677,Espaço Alvorada 2,Santa Maria,Serviço,ME,Feminino,38,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-09-09,2025-03-10,6,11054.94,4212.41,1140.42,7,14312.52,4470.42,1406.01,95.8,10
678,Marcenaria Candango,Núcleo Bandeirante,Indústria,ME,Masculino,69,Marketing,Criação de plano de marketing digital,2024-10-13,2025-04-13,12,18902.91,12272.39,552.54,12,21142.87,13044.79,674.84,71.5,9
679,Armarinhos Brasília 3,Santa Maria,Comércio,ME,Masculino,53,Marketing,Desenvolvimento de identidade visual e branding,2025-11-18,2026-05-19,1,6502.98,4423.47,2079.52,1,7075.01,4707.51,2367.5,59.9,7
680,Academia do Cerrado 3,São Sebastião,Serviço,EPP,Masculino,27,Operações,Padronização de processos operacionais,2024-09-04,2025-03-05,42,61748.86,27598.33,813.11,42,71508.81,30383.71,979.17,64.7,6
681,Mercearia Sol Nascente 3,São Sebastião,Comércio,ME,Feminino,31,Finanças,Capacitação em gestão de capital de giro,2025-06-26,2025-12-25,7,4025.42,2678.52,192.41,7,4871.44,3046.36,260.73,76.7,8
682,Assessoria das Águas Claras 3,Santa Maria,Serviço,ME,Feminino,47,Marketing,Criação de plano de marketing digital,2024-12-25,2025-06-25,3,6181.21,1895.54,1428.56,3,6959.9,1931.8,1676.03,69.4,8
683,Boutique Candango 2,Sobradinho,Comércio,EPP,Masculino,62,Marketing,Criação de plano de marketing digital,2025-04-23,2025-10-22,22,32078.09,23239.32,401.76,22,37118.86,25192.98,542.09,80.5,10
684,Distribuidora Cristal 4,Vicente Pires,Comércio,ME,Masculino,27,Finanças,Plano de redução e renegociação de custos fixos,2025-12-07,2026-06-07,7,10133.83,5709.79,632.01,7,9028.65,5127.71,557.28,47.0,6
685,Papelaria Cristal 2,Planaltina,Comércio,ME,Feminino,31,Finanças,Implementação de fluxo de caixa semanal,2025-11-06,2026-05-07,8,6955.66,3968.1,373.44,8,7307.23,4112.77,399.31,55.1,4
686,Studio Sol Nascente 4,Recanto das Emas,Serviço,ME,Masculino,53,Finanças,Plano de redução e renegociação de custos fixos,2024-07-19,2025-01-17,1,18611.09,8180.04,10431.05,1,19786.32,8669.87,11116.45,50.9,7
687,Espaço Talento DF 5,Planaltina,Serviço,EPP,Masculino,19,Finanças,Implementação de fluxo de caixa semanal,2024-07-25,2025-01-23,24,38104.99,14481.31,984.32,24,43210.86,15300.4,1162.94,67.3,8
688,Ótica Buriti 2,São Sebastião,Comércio,ME,Feminino,20,Marketing,Consultoria em posicionamento de marca,2025-01-05,2025-07-06,6,13935.28,10253.48,613.63,7,20619.9,13625.47,999.2,100.0,10
689,Salão Cristal 3,Águas Claras,Serviço,ME,Masculino,71,Finanças,Separação financeira entre pessoa física e jurídica,2025-10-07,2026-04-07,2,8935.61,2471.39,3232.11,2,8465.27,2305.75,3079.76,52.8,6
690,Espaço Buriti 4,Sobradinho,Serviço,ME,Feminino,49,Marketing,Consultoria em posicionamento de marca,2025-09-07,2026-03-08,9,2476.5,999.65,164.1,9,2410.19,971.79,159.82,50.3,5
691,Assessoria Ipê Amarelo 2,Sobradinho,Serviço,ME,Feminino,65,Finanças,Implementação de fluxo de caixa semanal,2025-06-13,2025-12-12,2,5280.83,1568.21,1856.31,2,5768.11,1600.43,2083.84,63.0,8
692,Espaço Candango 5,Núcleo Bandeirante,Serviço,EPP,Masculino,42,Finanças,Consultoria em precificação e formação de preço de venda,2025-11-09,2026-05-10,44,52007.42,16573.25,805.32,44,59723.8,18530.55,936.21,55.6,6
693,Pet Shop Talento DF 2,Samambaia,Comércio,ME,Feminino,26,Comercial,Criação de script de atendimento comercial,2024-09-20,2025-03-21,1,5758.22,4202.34,1555.88,1,6339.56,4588.56,1751.0,54.0,9
694,Clínica Talento DF 3,Guará,Serviço,ME,Masculino,72,Finanças,Implementação de fluxo de caixa semanal,2025-08-24,2026-02-22,8,5111.39,1698.27,426.64,7,3322.41,1269.99,293.2,8.4,1
695,Academia Brasília 2,Santa Maria,Serviço,EPP,Feminino,28,Pessoas,Estruturação de processo seletivo e onboarding,2026-01-13,2026-07-14,11,31975.05,12281.85,1790.29,11,34669.93,12978.94,1971.91,56.5,4
696,Indústria Lago Sul,Vicente Pires,Indústria,ME,Feminino,31,Comercial,Implementação de funil de vendas estruturado,2026-01-10,2026-07-11,13,8970.44,5628.55,257.07,13,9441.33,6059.97,260.1,40.4,6
697,Salão Meridiano 6,Riacho Fundo,Serviço,ME,Masculino,63,Finanças,Plano de redução e renegociação de custos fixos,2025-08-08,2026-02-06,4,9082.11,3852.4,1307.43,4,5903.37,2799.23,776.04,5.0,3
698,Boutique do Planalto 2,Gama,Comércio,ME,Feminino,52,Finanças,Plano de redução e renegociação de custos fixos,2025-07-30,2026-01-28,5,2929.98,1616.71,262.65,4,2252.05,1321.69,232.59,26.6,5
699,Escritório Meridiano 5,Gama,Serviço,ME,Feminino,67,Comercial,Treinamento de técnicas de vendas para a equipe,2024-10-15,2025-04-15,1,12964.31,3651.31,9313.0,1,12699.07,3751.85,8947.21,40.8,4
700,Pet Shop JK 2,Taguatinga,Comércio,ME,Masculino,26,Marketing,Criação de plano de marketing digital,2025-08-29,2026-02-27,7,8077.77,5926.86,307.27,7,9181.54,6761.51,345.72,48.2,6
701,Pet Shop Sol Nascente 2,Núcleo Bandeirante,Comércio,ME,Masculino,58,Operações,Consultoria em gestão da qualidade,2024-10-29,2025-04-29,6,9914.78,6568.37,557.73,6,13942.75,8291.52,941.87,95.2,9
702,Mercearia das Águas Claras 4,Samambaia,Comércio,ME,Masculino,43,Comercial,Implementação de funil de vendas estruturado,2025-02-13,2025-08-14,3,12507.61,8080.42,1475.73,3,10373.02,6869.43,1167.86,39.2,7
703,Clínica do Cerrado 6,Santa Maria,Serviço,ME,Feminino,40,Marketing,Plano de captação de clientes via marketing local,2024-08-11,2025-02-09,5,5049.35,1328.24,744.22,4,4457.0,1326.85,782.54,26.9,4
704,Academia Meridiano 4,Sobradinho,Serviço,ME,Feminino,60,Comercial,Implementação de funil de vendas estruturado,2024-12-02,2025-06-02,5,17026.74,4342.0,2536.95,5,17442.99,4539.72,2580.65,46.5,8
705,Armarinhos Talento DF 3,Águas Claras,Comércio,ME,Masculino,36,Operações,Implementação de controle de estoque,2024-07-17,2025-01-15,7,7347.54,5442.2,272.19,8,9593.2,6386.03,400.9,100.0,10
706,Clínica das Águas Claras 4,Taguatinga,Serviço,ME,Feminino,46,Marketing,Estruturação de presença em redes sociais,2025-03-09,2025-09-07,5,19825.52,6835.25,2598.05,5,18818.76,7016.02,2360.55,31.3,6
707,Assessoria Cristal 3,Taguatinga,Serviço,EPP,Feminino,44,Finanças,Consultoria em precificação e formação de preço de venda,2024-07-15,2025-01-13,12,88849.53,36186.94,4388.55,12,77792.73,34204.17,3632.38,28.4,6
708,Academia Meridiano 5,São Sebastião,Serviço,ME,Masculino,54,Marketing,Plano de captação de clientes via marketing local,2025-09-12,2026-03-13,5,4678.99,1375.62,660.67,5,5114.95,1563.64,710.26,42.2,8
709,Fábrica Lago Sul,Planaltina,Indústria,ME,Feminino,62,Operações,Padronização de processos operacionais,2025-07-05,2026-01-03,7,18961.1,9431.52,1361.37,6,16492.74,8470.91,1336.97,39.2,5
710,Papelaria Lago Sul 2,Ceilândia,Comércio,ME,Feminino,47,Comercial,Plano de expansão de canais de venda,2025-07-02,2025-12-31,4,4650.86,3079.1,392.94,4,5738.64,3578.91,539.93,75.6,9
711,Mercadinho JK 3,Guará,Comércio,EPP,Feminino,20,Pessoas,Estruturação de processo seletivo e onboarding,2025-08-03,2026-02-01,24,50667.57,36744.39,580.13,24,51815.75,36722.09,628.9,61.0,7
712,Distribuidora Cristal 5,Samambaia,Comércio,ME,Masculino,26,Operações,Padronização de processos operacionais,2025-09-14,2026-03-15,4,30000.0,18231.48,2942.13,4,34440.6,20279.17,3540.36,62.6,8
713,Escritório JK 5,Riacho Fundo,Serviço,ME,Masculino,65,Finanças,Separação financeira entre pessoa física e jurídica,2025-07-18,2026-01-16,3,4519.23,1426.99,1030.75,3,4167.87,1471.72,898.72,25.1,6
714,Studio Candango 3,Samambaia,Serviço,ME,Masculino,67,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-06-18,2025-12-17,3,15080.37,5430.83,3216.51,3,16319.16,5213.58,3701.86,77.1,7
715,Studio Alvorada 3,Taguatinga,Serviço,ME,Feminino,74,Marketing,Desenvolvimento de identidade visual e branding,2024-09-20,2025-03-21,7,6436.63,1660.66,682.28,7,7143.6,1492.66,807.28,82.7,7
716,Boutique Talento DF 2,Ceilândia,Comércio,ME,Feminino,20,Marketing,Criação de plano de marketing digital,2025-08-22,2026-02-20,3,12285.93,7687.95,1532.66,3,12016.73,7663.7,1451.01,42.0,6
717,Consultoria Sol Nascente 4,Planaltina,Serviço,ME,Masculino,36,Comercial,Plano de expansão de canais de venda,2025-03-25,2025-09-23,7,7807.83,2820.63,712.46,7,6844.63,2582.52,608.87,39.3,4
